Year,Month,Births,cpi index,UnemploymentRate,Maternities,Live Births,BMI (Obesity %),Diabetes %,Induction %,Method of Birth,Preterm%,FulltTerm%,Neonatal mortality %,SGA%,AGA%,LGA%,Unnamed: 1,total,female%
1956,Oct,"8,129",,,,,,,,,,,,,,,,,
1957,Oct,"8,606",,,,,,,,,,,,,,,,,
1958,Oct,"8,941",,,,,,,,,,,,,,,,,
1959,Oct,"8,699",,,,,,,,,,,,,,,,,
1960,Oct,"8,674",,,,,,,,,,,,,,,,,
1961,Oct,"8,750",,,,,,,,,,,,,,,,,
1962,Oct,"9,372",,,,,,,,,,,,,,,,,
1963,Oct,"8,856",,,,,,,,,,,,,,,,,
1964,Oct,"9,162",,,,,,,,,,,,,,,,,
1965,Oct,"8,242",,,,,,,,,,,,,,,,,
1966,Oct,"8,221",,,,,,,,,,,,,,,,,
1967,Oct,"8,357",,,,,,,,,,,,,,,,,
1968,Oct,"7,988",,,,,,,,,,,,,,,,,
1969,Oct,"7,936",,,,,,,,,,,,,,,,,
1970,Oct,"7,382",,,,,,,,,,,,,,,,,
1971,Oct,"7,196",,4.1,,,,,,,,,,,,,,,
1972,Oct,"6,590",,4.3,,,,,,,,,,,,,,,
1973,Oct,"6,552",,3.7,,,,,,,,,,,,,,,
1974,Oct,"6,254",,3.7,,,,,,,,,,,,,,,
1975,Oct,"5,876",,4.5,,,,,,,,,,,,,,,
1976,Oct,"5,351",,5.4,,,,,,,,,,,,,,,
1977,Oct,"5,656",,5.6,,,,,,,,,,,,,,,
1978,Oct,"6,027",,5.5,,,,,,,,,,,,,,,
1979,Oct,"6,253",,5.4,,,,,,,,,,,,,,,
1980,Oct,"6,280",,6.8,,,,,,,,,,,,,,,
1981,Oct,"6,119",,9.6,,,,,,,,,,,,,,,
1982,Oct,"5,908",,10.7,,,,,,,,,,,,,,,
1983,Oct,"5,633",,11.5,,,,,,,,,,,,,,,
1984,Oct,"6,158",,11.8,,,,,,,,,,,,,,,
1985,Oct,"6,323",,11.4,,,,,,,,,,,,,,,
1986,Oct,"5,947",,11.3,,,,,,,,,,,,,,,
1987,Oct,"5,883",,10.4,,,,,,,,,,,,,,,
1988,Oct,"5,538",,8.6,,,,,,,,,,,,,,,
1989,Oct,"5,588",,7.2,,,,,,,,,,,,,,,
1990,Oct,"6,275",,7.1,,,,,,,,,,,,,,,
1991,Oct,"6,193",,8.9,,,,,,,,,,,,,,,
1992,Oct,"5,634",,9.9,,,,,,,,,,,,,,,
1993,Oct,"5,493",,10.4,,,,,,,,,,,,,,,
1994,Oct,"5,270",,9.5,,,,,,,,,,,,,,,
1995,Oct,"5,429",,8.6,,,,,,,,,,,,,,,
1996,Oct,"5,772",,8.1,,,,,,,,,,,,,,,
1997,Oct,"5,332",,6.9,,,,,,,,,,,,,,,
1998,Oct,"5,081",71.534,6.2,,,,,,,,,,,,,,1845757.0,0.539
1999,Oct,"4,503",72.33,6.0,,,,,,,,,,,,,,1856330.0,0.546
2000,Oct,"4,652",73.05,5.4,,,,,,,,,,,,,,1990625.0,0.558
2001,Oct,"4,821",73.933,5.1,,,,,,,,,,,,,,2086075.0,0.562
2002,Oct,"4,820",74.944,5.2,,,,,,,,,,,,,,2175115.0,0.566
2003,Oct,"4,719",75.959,5.0,,,,,,,,,,,,,,2247440.0,0.569
2004,Oct,"4,533",76.878,4.8,,,,,,,,,,,,,,2287540.0,0.571
2005,Oct,"4,639",78.683,4.8,,,,,,,,,,,,,,2423590.0,57.3
2006,Oct,"5,287",80.587,5.4,,,,,,,,,,,,,,2478425.0,57.2
2007,Oct,"5,404",82.274,5.3,,,,,,,,,,,,,,2399795.0,56.9
2008,Oct,"5,298",85.936,5.7,,,,,,,,,,,,,,2465185.0,56.6
2009,Oct,"5,180",87.235,7.6,,,,,,,,,,,,,,25510341.0,56.7
2010,Oct,"4,977",89.995,7.9,57041.0,57696.0,20.7364501448076,1.09533175740296,23.841764929631,26.5,7.1,92.9,10.7842799572899,7.53619665983819,80.1968681642998,12.2669351758619,,2560000.0,0.564
2011,Oct,"4,825",94.479,8.1,57371.0,57952.0,21.1977090121632,1.40390310036034,24.523047193225,27.7,7.2,92.8,10.0769550748752,7.4105445116681,79.8254105445116,12.7640449438202,,2500000.0,56.4
2012,Oct,"5,337",97.001,7.9,55820.0,56406.0,21.0856690023356,2.14327657075748,26.2228818027376,27.3,7.2,92.8,12.0133903920485,7.09116449439001,80.0778818969042,12.8309536087057,,2340275.0,0.562
2013,Oct,"5,223",99.126,7.6,54709.0,55274.0,21.5330680310782,2.60000749821917,28.5579736283114,29.3,7.4,92.6,11.8285288799063,6.90043604651162,80.4142441860465,12.6853197674418,,2299355.0,56.42
2014,Oct,"5,323",100.404,6.2,54725.0,55365.0,21.6471378461079,2.88055810813345,30.5282258064516,30.2,7.7,92.3,11.157144407859,6.53032260412307,80.5072872504958,12.9623901453811,,2280830.0,56.5
2015,Oct,"4,794",100.293,5.4,53981.0,54572.0,22.7280483874025,3.02900547343336,32.4298931802863,31.2,8.2,91.8,11.144224690689,5.94506852599929,80.6411746260122,13.4137568479884,,2315840.0,56.9
2016,Oct,"4,607",101.205,4.9,53045.0,53644.0,23.7139561707035,3.34110334110334,33.5913474613501,31.7,8.3,91.7,12.3231693908964,5.85373213140723,80.8037566476822,13.3425112209104,,2378020.0,57.1
2017,Oct,"4,650",104.242,4.4,51415.0,51937.0,24.2762897754469,3.94683523786368,35.0991239210452,32.6,8.3,91.7,11.9845649094027,5.68700058468134,80.6548431105047,13.6581563048138,,2343095.0,56.7
2018,Oct,"4,723",106.735,4.1,49977.0,50559.0,24.8405695815497,5.3534707307042,33.9263613861386,33.5,8.6,91.4,11.6159963032135,5.17785228242109,81.0740571745987,13.7480905429801,,2383970.0,56.43
2019,Oct,"4,635",108.298,3.8,48088.0,48648.0,25.0352026105808,5.46910311874475,34.3183636155867,34.4,8.4,91.6,11.315492790601,5.25621741907568,80.870747738652,13.8730348422722,,2552000.0,56.5
2020,Oct,"5,331",109.053,4.6,45715.0,46188.0,25.9100002299432,6.30839022637441,34.3754498776332,36.0,8.1,91.9,10.7856438085841,4.95380210818548,80.4016830781243,14.6445148136901,,2751865.0,56.2
2021,Oct,"4,347",113.64,4.6,47113.0,47571.0,27.2210821903013,7.94460330331612,34.3500834414982,37.5,8.1,91.9,9.46133194769204,4.78096040438079,80.4001684919966,14.8188711036225,,2865194.0,56.7
2022,Oct,"4,329",126.199,3.8,44714.0,45217.0,27.918132395267,8.14410529389304,35.2116466846097,39.2,8.4,91.6,9.31029408673351,4.99867056633874,81.0489231587343,13.9524062749268,,2937155.0,56.9
2023,Oct,"4,087",132.004,4.1,,,,,,,,,,,,,,,
2020,Oct,,109.053,4.6,45715.0,46188.0,25.9100002299432,6.30839022637441,34.3754498776332,36.0,8.1,91.9,10.7856438085841,4.95380210818548,80.4016830781243,14.6445148136901,,2751865.0,56.2
2024,Oct,,135.015,4.3,,,,,,,,,,,,,,,
1954,Nov,"6,925",,,,,,,,,,,,,,,,,
1955,Nov,"7,119",,,,,,,,,,,,,,,,,
1956,Nov,"7,222",,,,,,,,,,,,,,,,,
1957,Nov,"7,693",,,,,,,,,,,,,,,,,
1958,Nov,"7,761",,,,,,,,,,,,,,,,,
1959,Nov,"7,174",,,,,,,,,,,,,,,,,
1960,Nov,"7,886",,,,,,,,,,,,,,,,,
1961,Nov,"7,822",,,,,,,,,,,,,,,,,
1962,Nov,"8,045",,,,,,,,,,,,,,,,,
1963,Nov,"7,892",,,,,,,,,,,,,,,,,
1964,Nov,"7,817",,,,,,,,,,,,,,,,,
1965,Nov,"7,707",,,,,,,,,,,,,,,,,
1966,Nov,"7,439",,,,,,,,,,,,,,,,,
1967,Nov,"7,298",,,,,,,,,,,,,,,,,
1968,Nov,"7,109",,,,,,,,,,,,,,,,,
1969,Nov,"6,239",,,,,,,,,,,,,,,,,
1970,Nov,"6,735",,,,,,,,,,,,,,,,,
1971,Nov,"6,955",,4.1,,,,,,,,,,,,,,,
1972,Nov,"6,120",,4.3,,,,,,,,,,,,,,,
1973,Nov,"5,542",,3.7,,,,,,,,,,,,,,,
1974,Nov,"5,501",,3.7,,,,,,,,,,,,,,,
1975,Nov,"5,059",,4.5,,,,,,,,,,,,,,,
1976,Nov,"5,055",,5.4,,,,,,,,,,,,,,,
1977,Nov,"5,123",,5.6,,,,,,,,,,,,,,,
1978,Nov,"5,277",,5.5,,,,,,,,,,,,,,,
1979,Nov,"5,556",,5.4,,,,,,,,,,,,,,,
1980,Nov,"5,172",,6.8,,,,,,,,,,,,,,,
1981,Nov,"5,446",,9.6,,,,,,,,,,,,,,,
1982,Nov,"5,437",,10.7,,,,,,,,,,,,,,,
1983,Nov,"5,128",,11.5,,,,,,,,,,,,,,,
1984,Nov,"5,453",,11.8,,,,,,,,,,,,,,,
1985,Nov,"5,227",,11.4,,,,,,,,,,,,,,,
1986,Nov,"5,003",,11.3,,,,,,,,,,,,,,,
1987,Nov,"5,189",,10.4,,,,,,,,,,,,,,,
1988,Nov,"5,203",,8.6,,,,,,,,,,,,,,,
1989,Nov,"5,114",,7.2,,,,,,,,,,,,,,,
1990,Nov,"5,439",,7.1,,,,,,,,,,,,,,,
1991,Nov,"5,198",,8.9,,,,,,,,,,,,,,,
1992,Nov,"5,142",,9.9,,,,,,,,,,,,,,,
1993,Nov,"5,175",,10.4,,,,,,,,,,,,,,,
1994,Nov,"4,984",,9.5,,,,,,,,,,,,,,,
1995,Nov,"5,054",,8.6,,,,,,,,,,,,,,,
1996,Nov,"4,800",,8.1,,,,,,,,,,,,,,,
1997,Nov,"4,372",,6.9,,,,,,,,,,,,,,,
1998,Nov,"4,479",71.59,6.2,,,,,,,,,,,,,,1845757.0,0.539
1999,Nov,"4,551",72.435,6.0,,,,,,,,,,,,,,1856330.0,0.546
2000,Nov,"4,306",73.205,5.4,,,,,,,,,,,,,,1990625.0,0.558
2001,Nov,"4,258",73.788,5.1,,,,,,,,,,,,,,2086075.0,0.562
2002,Nov,"4,143",74.928,5.2,,,,,,,,,,,,,,2175115.0,0.566
2003,Nov,"3,996",75.926,5.0,,,,,,,,,,,,,,2247440.0,0.569
2004,Nov,"4,630",77.031,4.8,,,,,,,,,,,,,,2287540.0,0.571
2005,Nov,"4,513",78.679,4.8,,,,,,,,,,,,,,2423590.0,57.3
2006,Nov,"4,583",80.803,5.4,,,,,,,,,,,,,,2478425.0,57.2
2007,Nov,"4,721",82.494,5.3,,,,,,,,,,,,,,2399795.0,56.9
2008,Nov,"4,503",85.842,5.7,,,,,,,,,,,,,,2465185.0,56.6
2009,Nov,"4,645",87.48,7.6,,,,,,,,,,,,,,25510341.0,56.7
2010,Nov,"4,916",90.331,7.9,57041.0,57696.0,20.7364501448076,1.09533175740296,23.841764929631,26.5,7.1,92.9,10.7842799572899,7.53619665983819,80.1968681642998,12.2669351758619,,2560000.0,0.564
2011,Nov,"4,710",94.634,8.1,57371.0,57952.0,21.1977090121632,1.40390310036034,24.523047193225,27.7,7.2,92.8,10.0769550748752,7.4105445116681,79.8254105445116,12.7640449438202,,2500000.0,56.4
2012,Nov,"4,918",97.154,7.9,55820.0,56406.0,21.0856690023356,2.14327657075748,26.2228818027376,27.3,7.2,92.8,12.0133903920485,7.09116449439001,80.0778818969042,12.8309536087057,,2340275.0,0.562
2013,Nov,"4,462",99.179,7.6,54709.0,55274.0,21.5330680310782,2.60000749821917,28.5579736283114,29.3,7.4,92.6,11.8285288799063,6.90043604651162,80.4142441860465,12.6853197674418,,2299355.0,56.42
2014,Nov,"4,288",100.142,6.2,54725.0,55365.0,21.6471378461079,2.88055810813345,30.5282258064516,30.2,7.7,92.3,11.157144407859,6.53032260412307,80.5072872504958,12.9623901453811,,2280830.0,56.5
2015,Nov,"4,396",100.253,5.4,53981.0,54572.0,22.7280483874025,3.02900547343336,32.4298931802863,31.2,8.2,91.8,11.144224690689,5.94506852599929,80.6411746260122,13.4137568479884,,2315840.0,56.9
2016,Nov,"4,404",101.421,4.9,53045.0,53644.0,23.7139561707035,3.34110334110334,33.5913474613501,31.7,8.3,91.7,12.3231693908964,5.85373213140723,80.8037566476822,13.3425112209104,,2378020.0,57.1
2017,Nov,"4,387",104.557,4.4,51415.0,51937.0,24.2762897754469,3.94683523786368,35.0991239210452,32.6,8.3,91.7,11.9845649094027,5.68700058468134,80.6548431105047,13.6581563048138,,2343095.0,56.7
2018,Nov,"4,337",106.972,4.1,49977.0,50559.0,24.8405695815497,5.3534707307042,33.9263613861386,33.5,8.6,91.4,11.6159963032135,5.17785228242109,81.0740571745987,13.7480905429801,,2383970.0,56.43
2019,Nov,"3,805",108.549,3.8,48088.0,48648.0,25.0352026105808,5.46910311874475,34.3183636155867,34.4,8.4,91.6,11.315492790601,5.25621741907568,80.870747738652,13.8730348422722,,2552000.0,56.5
2020,Nov,"4,472",108.891,4.6,45715.0,46188.0,25.9100002299432,6.30839022637441,34.3754498776332,36.0,8.1,91.9,10.7856438085841,4.95380210818548,80.4016830781243,14.6445148136901,,2751865.0,56.2
2021,Nov,"4,450",114.477,4.6,47113.0,47571.0,27.2210821903013,7.94460330331612,34.3500834414982,37.5,8.1,91.9,9.46133194769204,4.78096040438079,80.4001684919966,14.8188711036225,,2865194.0,56.7
2022,Nov,"4,498",126.694,3.8,44714.0,45217.0,27.918132395267,8.14410529389304,35.2116466846097,39.2,8.4,91.6,9.31029408673351,4.99867056633874,81.0489231587343,13.9524062749268,,2937155.0,56.9
2023,Nov,"4,190",131.687,4.1,,,,,,,,,,,,,,,
2020,Nov,,108.891,4.6,45715.0,46188.0,25.9100002299432,6.30839022637441,34.3754498776332,36.0,8.1,91.9,10.7856438085841,4.95380210818548,80.4016830781243,14.6445148136901,,2751865.0,56.2
2024,Nov,,135.14,4.3,,,,,,,,,,,,,,,
1954,Dec,"7,482",,,,,,,,,,,,,,,,,
1955,Dec,"7,733",,,,,,,,,,,,,,,,,
1956,Dec,"7,825",,,,,,,,,,,,,,,,,
1957,Dec,"7,845",,,,,,,,,,,,,,,,,
1958,Dec,"8,556",,,,,,,,,,,,,,,,,
1959,Dec,"7,682",,,,,,,,,,,,,,,,,
1960,Dec,"8,271",,,,,,,,,,,,,,,,,
1961,Dec,"7,991",,,,,,,,,,,,,,,,,
1962,Dec,"8,141",,,,,,,,,,,,,,,,,
1963,Dec,"7,982",,,,,,,,,,,,,,,,,
1964,Dec,"8,492",,,,,,,,,,,,,,,,,
1965,Dec,"8,347",,,,,,,,,,,,,,,,,
1966,Dec,"7,857",,,,,,,,,,,,,,,,,
1967,Dec,"7,546",,,,,,,,,,,,,,,,,
1968,Dec,"7,643",,,,,,,,,,,,,,,,,
1969,Dec,"7,365",,,,,,,,,,,,,,,,,
1970,Dec,"7,455",,,,,,,,,,,,,,,,,
1971,Dec,"6,848",,4.1,,,,,,,,,,,,,,,
1972,Dec,"6,100",,4.3,,,,,,,,,,,,,,,
1973,Dec,"5,817",,3.7,,,,,,,,,,,,,,,
1974,Dec,"5,697",,3.7,,,,,,,,,,,,,,,
1975,Dec,"5,838",,4.5,,,,,,,,,,,,,,,
1976,Dec,"4,874",,5.4,,,,,,,,,,,,,,,
1977,Dec,"4,903",,5.6,,,,,,,,,,,,,,,
1978,Dec,"5,038",,5.5,,,,,,,,,,,,,,,
1979,Dec,"5,322",,5.4,,,,,,,,,,,,,,,
1980,Dec,"5,997",,6.8,,,,,,,,,,,,,,,
1981,Dec,"5,591",,9.6,,,,,,,,,,,,,,,
1982,Dec,"5,309",,10.7,,,,,,,,,,,,,,,
1983,Dec,"5,050",,11.5,,,,,,,,,,,,,,,
1984,Dec,"5,059",,11.8,,,,,,,,,,,,,,,
1985,Dec,"5,340",,11.4,,,,,,,,,,,,,,,
1986,Dec,"5,556",,11.3,,,,,,,,,,,,,,,
1987,Dec,"5,336",,10.4,,,,,,,,,,,,,,,
1988,Dec,"5,165",,8.6,,,,,,,,,,,,,,,
1989,Dec,"4,891",,7.2,,,,,,,,,,,,,,,
1990,Dec,"4,838",,7.1,,,,,,,,,,,,,,,
1991,Dec,"5,281",,8.9,,,,,,,,,,,,,,,
1992,Dec,"5,221",,9.9,,,,,,,,,,,,,,,
1993,Dec,"4,798",,10.4,,,,,,,,,,,,,,,
1994,Dec,"4,695",,9.5,,,,,,,,,,,,,,,
1995,Dec,"4,341",,8.6,,,,,,,,,,,,,,,
1996,Dec,"4,833",,8.1,,,,,,,,,,,,,,,
1997,Dec,"4,895",,6.9,,,,,,,,,,,,,,,
1998,Dec,"4,564",71.808,6.2,,,,,,,,,,,,,,1845757.0,0.539
1999,Dec,"4,210",72.615,6.0,,,,,,,,,,,,,,1856330.0,0.546
2000,Dec,"3,827",73.2,5.4,,,,,,,,,,,,,,1990625.0,0.558
2001,Dec,"3,850",73.975,5.1,,,,,,,,,,,,,,2086075.0,0.562
2002,Dec,"4,089",75.204,5.2,,,,,,,,,,,,,,2175115.0,0.566
2003,Dec,"4,290",76.159,5.0,,,,,,,,,,,,,,2247440.0,0.569
2004,Dec,"4,162",77.433,4.8,,,,,,,,,,,,,,2287540.0,0.571
2005,Dec,"4,095",78.918,4.8,,,,,,,,,,,,,,2423590.0,57.3
2006,Dec,"4,032",81.274,5.4,,,,,,,,,,,,,,2478425.0,57.2
2007,Dec,"4,248",82.967,5.3,,,,,,,,,,,,,,2399795.0,56.9
2008,Dec,"4,739",85.498,5.7,,,,,,,,,,,,,,2465185.0,56.6
2009,Dec,"4,592",87.972,7.6,,,,,,,,,,,,,,25510341.0,56.7
2010,Dec,"4,577",91.23,7.9,57041.0,57696.0,20.7364501448076,1.09533175740296,23.841764929631,26.5,7.1,92.9,10.7842799572899,7.53619665983819,80.1968681642998,12.2669351758619,,2560000.0,0.564
2011,Dec,"4,518",95.059,8.1,57371.0,57952.0,21.1977090121632,1.40390310036034,24.523047193225,27.7,7.2,92.8,10.0769550748752,7.4105445116681,79.8254105445116,12.7640449438202,,2500000.0,56.4
2012,Dec,"3,968",97.604,7.9,55820.0,56406.0,21.0856690023356,2.14327657075748,26.2228818027376,27.3,7.2,92.8,12.0133903920485,7.09116449439001,80.0778818969042,12.8309536087057,,2340275.0,0.562
2013,Dec,"4,050",99.589,7.6,54709.0,55274.0,21.5330680310782,2.60000749821917,28.5579736283114,29.3,7.4,92.6,11.8285288799063,6.90043604651162,80.4142441860465,12.6853197674418,,2299355.0,56.42
2014,Dec,"4,234",100.134,6.2,54725.0,55365.0,21.6471378461079,2.88055810813345,30.5282258064516,30.2,7.7,92.3,11.157144407859,6.53032260412307,80.5072872504958,12.9623901453811,,2280830.0,56.5
2015,Dec,"4,262",100.336,5.4,53981.0,54572.0,22.7280483874025,3.02900547343336,32.4298931802863,31.2,8.2,91.8,11.144224690689,5.94506852599929,80.6411746260122,13.4137568479884,,2315840.0,56.9
2016,Dec,"3,982",101.9,4.9,53045.0,53644.0,23.7139561707035,3.34110334110334,33.5913474613501,31.7,8.3,91.7,12.3231693908964,5.85373213140723,80.8037566476822,13.3425112209104,,2378020.0,57.1
2017,Dec,"3,777",104.929,4.4,51415.0,51937.0,24.2762897754469,3.94683523786368,35.0991239210452,32.6,8.3,91.7,11.9845649094027,5.68700058468134,80.6548431105047,13.6581563048138,,2343095.0,56.7
2018,Dec,"3,522",107.137,4.1,49977.0,50559.0,24.8405695815497,5.3534707307042,33.9263613861386,33.5,8.6,91.4,11.6159963032135,5.17785228242109,81.0740571745987,13.7480905429801,,2383970.0,56.43
2019,Dec,"3,427",108.532,3.8,48088.0,48648.0,25.0352026105808,5.46910311874475,34.3183636155867,34.4,8.4,91.6,11.315492790601,5.25621741907568,80.870747738652,13.8730348422722,,2552000.0,56.5
2020,Dec,"3,464",109.171,4.6,45715.0,46188.0,25.9100002299432,6.30839022637441,34.3754498776332,36.0,8.1,91.9,10.7856438085841,4.95380210818548,80.4016830781243,14.6445148136901,,2751865.0,56.2
2021,Dec,"3,488",115.051,4.6,47113.0,47571.0,27.2210821903013,7.94460330331612,34.3500834414982,37.5,8.1,91.9,9.46133194769204,4.78096040438079,80.4001684919966,14.8188711036225,,2865194.0,56.7
2022,Dec,"3,072",127.164,3.8,44714.0,45217.0,27.918132395267,8.14410529389304,35.2116466846097,39.2,8.4,91.6,9.31029408673351,4.99867056633874,81.0489231587343,13.9524062749268,,2937155.0,56.9
2023,Dec,"3,059",132.242,4.1,,,,,,,,,,,,,,,
2020,Dec,,109.171,4.6,45715.0,46188.0,25.9100002299432,6.30839022637441,34.3754498776332,36.0,8.1,91.9,10.7856438085841,4.95380210818548,80.4016830781243,14.6445148136901,,2751865.0,56.2
2024,Dec,,135.552,4.3,,,,,,,,,,,,,,,
